userid	username	prompt_type	training_step	current_action	current_observation	complex_observation	test_result
206	A2JJHLWZKVOPQQ	MCR	26	["151","MCR","ák melilí","he will watch","he entered","you entered","you enter","she will watch"]	he will watch	{"1":{"guess":"he entered","time":13},"2":{"guess":"he will watch","time":12}}	{"0":{"reference":"you will accept","user_answer":"you entered"},"1":{"reference":"you watch","user_answer":"you watched"},"2":{"reference":"you will watch","user_answer":"I watched"},"3":{"reference":"he watched","user_answer":"he watches"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"I accepted"},"6":{"reference":"he watches","user_answer":"he watched"},"test_correct_num":2,"test_total_num":7}
205	A2C70CEYBGWK97	MC	32	["46","MC","ekki icedpilí","she will accept","you accepted","I watched","I entered","he enters"]	she will accept	NULL	{"0":{"reference":"you will accept","user_answer":"to accept"},"1":{"reference":"you watch","user_answer":"to watch"},"2":{"reference":"you will watch","user_answer":"will watch"},"3":{"reference":"he watched","user_answer":"she watched"},"4":{"reference":"I watch","user_answer":"I watched"},"5":{"reference":"I accepted","user_answer":"I entered"},"6":{"reference":"he watches","user_answer":"he watched"},"test_correct_num":0,"test_total_num":7}
204	A2CGIO3YQYJ92M	EX	35	["28","EX","ekki melilí","she will watch"]	she will watch	NULL	{"0":{"reference":"you will accept","user_answer":"you accepted"},"1":{"reference":"you watch","user_answer":"you watched"},"2":{"reference":"you will watch","user_answer":"you will watch"},"3":{"reference":"he watched","user_answer":"he watches"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"I accept"},"6":{"reference":"he watches","user_answer":"He watched"},"test_correct_num":2,"test_total_num":7}
94	A2UHF7UL7G0Y78	TP	35	["180","TP","yé enplá","I entered"]	NO_ANSWER_MADE	NULL	{"0":{"reference":"you will accept","user_answer":"He entered"},"1":{"reference":"you watch","user_answer":"She entered"},"2":{"reference":"you will watch","user_answer":"He entered"},"3":{"reference":"he watched","user_answer":"She entered"},"4":{"reference":"I watch","user_answer":"He entered"},"5":{"reference":"I accepted","user_answer":"She entered"},"6":{"reference":"he watches","user_answer":"He entered"},"test_correct_num":0,"test_total_num":7}
206	A2JJHLWZKVOPQQ	MCR	27	["101","MCR","pi icedpiz","you accept","he will accept","to enter","he accepts","I entered"]	you accept	{"1":{"guess":"I entered","time":12},"2":{"guess":"you accept","time":11}}	{"0":{"reference":"you will accept","user_answer":"you entered"},"1":{"reference":"you watch","user_answer":"you watched"},"2":{"reference":"you will watch","user_answer":"I watched"},"3":{"reference":"he watched","user_answer":"he watches"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"I accepted"},"6":{"reference":"he watches","user_answer":"he watched"},"test_correct_num":2,"test_total_num":7}
205	A2C70CEYBGWK97	TP	33	["162","TP","pi icedpiz","you accept"]	you accepted	NULL	{"0":{"reference":"you will accept","user_answer":"to accept"},"1":{"reference":"you watch","user_answer":"to watch"},"2":{"reference":"you will watch","user_answer":"will watch"},"3":{"reference":"he watched","user_answer":"she watched"},"4":{"reference":"I watch","user_answer":"I watched"},"5":{"reference":"I accepted","user_answer":"I entered"},"6":{"reference":"he watches","user_answer":"he watched"},"test_correct_num":0,"test_total_num":7}
206	A2JJHLWZKVOPQQ	EX	28	["31","EX","ekki melü","she watched"]	she watched	NULL	{"0":{"reference":"you will accept","user_answer":"you entered"},"1":{"reference":"you watch","user_answer":"you watched"},"2":{"reference":"you will watch","user_answer":"I watched"},"3":{"reference":"he watched","user_answer":"he watches"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"I accepted"},"6":{"reference":"he watches","user_answer":"he watched"},"test_correct_num":2,"test_total_num":7}
207	AV22FQTJNBUZT	MCR	28	["98","MCR","yé icedpé","I accept","I watched","to accept","he will accept","he enters"]	to accept	{"1":{"guess":"to accept","time":14},"2":{"guess":"to accept","time":0}}	{"0":{"reference":"you will accept","user_answer":"he will enter"},"1":{"reference":"you watch","user_answer":"he watches"},"2":{"reference":"you will watch","user_answer":""},"3":{"reference":"he watched","user_answer":""},"4":{"reference":"I watch","user_answer":"I enter"},"5":{"reference":"I accepted","user_answer":""},"6":{"reference":"he watches","user_answer":"she watches"},"test_correct_num":0,"test_total_num":7}
205	A2C70CEYBGWK97	TP	34	["160","TP","icedpil","to accept"]	to enter	NULL	{"0":{"reference":"you will accept","user_answer":"to accept"},"1":{"reference":"you watch","user_answer":"to watch"},"2":{"reference":"you will watch","user_answer":"will watch"},"3":{"reference":"he watched","user_answer":"she watched"},"4":{"reference":"I watch","user_answer":"I watched"},"5":{"reference":"I accepted","user_answer":"I entered"},"6":{"reference":"he watches","user_answer":"he watched"},"test_correct_num":0,"test_total_num":7}
207	AV22FQTJNBUZT	MCR	29	["106","MCR","yé icedpilá","I will accept","she accepts","she entered","she will enter","I entered"]	I will accept	{"1":{"guess":"I will accept","time":14}}	{"0":{"reference":"you will accept","user_answer":"he will enter"},"1":{"reference":"you watch","user_answer":"he watches"},"2":{"reference":"you will watch","user_answer":""},"3":{"reference":"he watched","user_answer":""},"4":{"reference":"I watch","user_answer":"I enter"},"5":{"reference":"I accepted","user_answer":""},"6":{"reference":"he watches","user_answer":"she watches"},"test_correct_num":0,"test_total_num":7}
205	A2C70CEYBGWK97	MCR	35	["148","MCR","yé melilá","I will watch","I will accept","he accepted","she accepted","he accepts"]	I will watch	{"1":{"guess":"I will watch","time":11}}	{"0":{"reference":"you will accept","user_answer":"to accept"},"1":{"reference":"you watch","user_answer":"to watch"},"2":{"reference":"you will watch","user_answer":"will watch"},"3":{"reference":"he watched","user_answer":"she watched"},"4":{"reference":"I watch","user_answer":"I watched"},"5":{"reference":"I accepted","user_answer":"I entered"},"6":{"reference":"he watches","user_answer":"he watched"},"test_correct_num":0,"test_total_num":7}
207	AV22FQTJNBUZT	MC	30	["73","MC","yé enplá","I entered","she entered","he enters","I will enter","to watch"]	I entered	NULL	{"0":{"reference":"you will accept","user_answer":"he will enter"},"1":{"reference":"you watch","user_answer":"he watches"},"2":{"reference":"you will watch","user_answer":""},"3":{"reference":"he watched","user_answer":""},"4":{"reference":"I watch","user_answer":"I enter"},"5":{"reference":"I accepted","user_answer":""},"6":{"reference":"he watches","user_answer":"she watches"},"test_correct_num":0,"test_total_num":7}
206	A2JJHLWZKVOPQQ	TP	29	["179","TP","ekki enplilí","she will enter"]	she entered	NULL	{"0":{"reference":"you will accept","user_answer":"you entered"},"1":{"reference":"you watch","user_answer":"you watched"},"2":{"reference":"you will watch","user_answer":"I watched"},"3":{"reference":"he watched","user_answer":"he watches"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"I accepted"},"6":{"reference":"he watches","user_answer":"he watched"},"test_correct_num":2,"test_total_num":7}
207	AV22FQTJNBUZT	TPR	31	["209","TPR","pi enplilíz","you will enter"]	he will enter	NULL	{"0":{"reference":"you will accept","user_answer":"he will enter"},"1":{"reference":"you watch","user_answer":"he watches"},"2":{"reference":"you will watch","user_answer":""},"3":{"reference":"he watched","user_answer":""},"4":{"reference":"I watch","user_answer":"I enter"},"5":{"reference":"I accepted","user_answer":""},"6":{"reference":"he watches","user_answer":"she watches"},"test_correct_num":0,"test_total_num":7}
207	AV22FQTJNBUZT	MC	32	["55","MC","enplil","to enter","she will enter","he accepted","you enter","she will accept"]	to enter	NULL	{"0":{"reference":"you will accept","user_answer":"he will enter"},"1":{"reference":"you watch","user_answer":"he watches"},"2":{"reference":"you will watch","user_answer":""},"3":{"reference":"he watched","user_answer":""},"4":{"reference":"I watch","user_answer":"I enter"},"5":{"reference":"I accepted","user_answer":""},"6":{"reference":"he watches","user_answer":"she watches"},"test_correct_num":0,"test_total_num":7}
206	A2JJHLWZKVOPQQ	TP	30	["167","TP","ekki icedpilí","she will accept"]	she watched	NULL	{"0":{"reference":"you will accept","user_answer":"you entered"},"1":{"reference":"you watch","user_answer":"you watched"},"2":{"reference":"you will watch","user_answer":"I watched"},"3":{"reference":"he watched","user_answer":"he watches"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"I accepted"},"6":{"reference":"he watches","user_answer":"he watched"},"test_correct_num":2,"test_total_num":7}
207	AV22FQTJNBUZT	EX	33	["21","EX","pi enplizpe","you entered"]	you entered	NULL	{"0":{"reference":"you will accept","user_answer":"he will enter"},"1":{"reference":"you watch","user_answer":"he watches"},"2":{"reference":"you will watch","user_answer":""},"3":{"reference":"he watched","user_answer":""},"4":{"reference":"I watch","user_answer":"I enter"},"5":{"reference":"I accepted","user_answer":""},"6":{"reference":"he watches","user_answer":"she watches"},"test_correct_num":0,"test_total_num":7}
207	AV22FQTJNBUZT	EX	34	["12","EX","yé enplé","I enter"]	I enter	NULL	{"0":{"reference":"you will accept","user_answer":"he will enter"},"1":{"reference":"you watch","user_answer":"he watches"},"2":{"reference":"you will watch","user_answer":""},"3":{"reference":"he watched","user_answer":""},"4":{"reference":"I watch","user_answer":"I enter"},"5":{"reference":"I accepted","user_answer":""},"6":{"reference":"he watches","user_answer":"she watches"},"test_correct_num":0,"test_total_num":7}
206	A2JJHLWZKVOPQQ	TPR	31	["207","TPR","ekki enpli","she enters"]	she entered	NULL	{"0":{"reference":"you will accept","user_answer":"you entered"},"1":{"reference":"you watch","user_answer":"you watched"},"2":{"reference":"you will watch","user_answer":"I watched"},"3":{"reference":"he watched","user_answer":"he watches"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"I accepted"},"6":{"reference":"he watches","user_answer":"he watched"},"test_correct_num":2,"test_total_num":7}
207	AV22FQTJNBUZT	TPR	35	["218","TPR","yé melilá","I will watch"]	to enter	NULL	{"0":{"reference":"you will accept","user_answer":"he will enter"},"1":{"reference":"you watch","user_answer":"he watches"},"2":{"reference":"you will watch","user_answer":""},"3":{"reference":"he watched","user_answer":""},"4":{"reference":"I watch","user_answer":"I enter"},"5":{"reference":"I accepted","user_answer":""},"6":{"reference":"he watches","user_answer":"she watches"},"test_correct_num":0,"test_total_num":7}
206	A2JJHLWZKVOPQQ	TP	32	["167","TP","ekki icedpilí","she will accept"]	she accepted	NULL	{"0":{"reference":"you will accept","user_answer":"you entered"},"1":{"reference":"you watch","user_answer":"you watched"},"2":{"reference":"you will watch","user_answer":"I watched"},"3":{"reference":"he watched","user_answer":"he watches"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"I accepted"},"6":{"reference":"he watches","user_answer":"he watched"},"test_correct_num":2,"test_total_num":7}
206	A2JJHLWZKVOPQQ	MCR	33	["144","MCR","melil","to watch","I entered","I watched","she entered","he accepted"]	to watch	{"1":{"guess":"to watch","time":13}}	{"0":{"reference":"you will accept","user_answer":"you entered"},"1":{"reference":"you watch","user_answer":"you watched"},"2":{"reference":"you will watch","user_answer":"I watched"},"3":{"reference":"he watched","user_answer":"he watches"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"I accepted"},"6":{"reference":"he watches","user_answer":"he watched"},"test_correct_num":2,"test_total_num":7}
206	A2JJHLWZKVOPQQ	MC	34	["58","MC","pi enpliz","you enter","she entered","she will enter","he accepts","she accepts"]	you enter	NULL	{"0":{"reference":"you will accept","user_answer":"you entered"},"1":{"reference":"you watch","user_answer":"you watched"},"2":{"reference":"you will watch","user_answer":"I watched"},"3":{"reference":"he watched","user_answer":"he watches"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"I accepted"},"6":{"reference":"he watches","user_answer":"he watched"},"test_correct_num":2,"test_total_num":7}
206	A2JJHLWZKVOPQQ	MCR	35	["120","MCR","yé enplé","I enter","to enter","to watch","you accept","he will watch"]	I enter	{"1":{"guess":"I enter","time":14}}	{"0":{"reference":"you will accept","user_answer":"you entered"},"1":{"reference":"you watch","user_answer":"you watched"},"2":{"reference":"you will watch","user_answer":"I watched"},"3":{"reference":"he watched","user_answer":"he watches"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"I accepted"},"6":{"reference":"he watches","user_answer":"he watched"},"test_correct_num":2,"test_total_num":7}
208	A39Q4SNT7SRK94	EX	1	["15","EX","ekki enpli","she enters"]	she enters	NULL	{"0":{"reference":"you will accept","user_answer":"I accepted"},"1":{"reference":"you watch","user_answer":"She will accept"},"2":{"reference":"you will watch","user_answer":"She entered"},"3":{"reference":"he watched","user_answer":"He entered"},"4":{"reference":"I watch","user_answer":"I will accept"},"5":{"reference":"I accepted","user_answer":"He accepted"},"6":{"reference":"he watches","user_answer":"She accepted"},"test_correct_num":0,"test_total_num":7}
208	A39Q4SNT7SRK94	TPR	2	["215","TPR","ekki enplü","she entered"]	ekki enplu	NULL	{"0":{"reference":"you will accept","user_answer":"I accepted"},"1":{"reference":"you watch","user_answer":"She will accept"},"2":{"reference":"you will watch","user_answer":"She entered"},"3":{"reference":"he watched","user_answer":"He entered"},"4":{"reference":"I watch","user_answer":"I will accept"},"5":{"reference":"I accepted","user_answer":"He accepted"},"6":{"reference":"he watches","user_answer":"She accepted"},"test_correct_num":0,"test_total_num":7}
208	A39Q4SNT7SRK94	MC	3	["59","MC","pi enpliz","you enter","I will enter","she watches","she will accept","to accept"]	you enter	NULL	{"0":{"reference":"you will accept","user_answer":"I accepted"},"1":{"reference":"you watch","user_answer":"She will accept"},"2":{"reference":"you will watch","user_answer":"She entered"},"3":{"reference":"he watched","user_answer":"He entered"},"4":{"reference":"I watch","user_answer":"I will accept"},"5":{"reference":"I accepted","user_answer":"He accepted"},"6":{"reference":"he watches","user_answer":"She accepted"},"test_correct_num":0,"test_total_num":7}
208	A39Q4SNT7SRK94	MC	4	["47","MC","ekki icedpilí","she will accept","she watched","I will watch","I will accept","to enter"]	she watched	NULL	{"0":{"reference":"you will accept","user_answer":"I accepted"},"1":{"reference":"you watch","user_answer":"She will accept"},"2":{"reference":"you will watch","user_answer":"She entered"},"3":{"reference":"he watched","user_answer":"He entered"},"4":{"reference":"I watch","user_answer":"I will accept"},"5":{"reference":"I accepted","user_answer":"He accepted"},"6":{"reference":"he watches","user_answer":"She accepted"},"test_correct_num":0,"test_total_num":7}
208	A39Q4SNT7SRK94	MCR	5	["109","MCR","ák icedpilí","he will accept","he will watch","you accepted","she accepts","to accept"]	to accept	{"1":{"guess":"she accepts","time":16},"2":{"guess":"he will watch","time":14},"3":{"guess":"to accept","time":14}}	{"0":{"reference":"you will accept","user_answer":"I accepted"},"1":{"reference":"you watch","user_answer":"She will accept"},"2":{"reference":"you will watch","user_answer":"She entered"},"3":{"reference":"he watched","user_answer":"He entered"},"4":{"reference":"I watch","user_answer":"I will accept"},"5":{"reference":"I accepted","user_answer":"He accepted"},"6":{"reference":"he watches","user_answer":"She accepted"},"test_correct_num":0,"test_total_num":7}
208	A39Q4SNT7SRK94	MC	6	["46","MC","ekki icedpilí","she will accept","you accepted","I watched","I entered","he enters"]	she will accept	NULL	{"0":{"reference":"you will accept","user_answer":"I accepted"},"1":{"reference":"you watch","user_answer":"She will accept"},"2":{"reference":"you will watch","user_answer":"She entered"},"3":{"reference":"he watched","user_answer":"He entered"},"4":{"reference":"I watch","user_answer":"I will accept"},"5":{"reference":"I accepted","user_answer":"He accepted"},"6":{"reference":"he watches","user_answer":"She accepted"},"test_correct_num":0,"test_total_num":7}
208	A39Q4SNT7SRK94	TPR	7	["211","TPR","ekki enplilí","she will enter"]	she entered	NULL	{"0":{"reference":"you will accept","user_answer":"I accepted"},"1":{"reference":"you watch","user_answer":"She will accept"},"2":{"reference":"you will watch","user_answer":"She entered"},"3":{"reference":"he watched","user_answer":"He entered"},"4":{"reference":"I watch","user_answer":"I will accept"},"5":{"reference":"I accepted","user_answer":"He accepted"},"6":{"reference":"he watches","user_answer":"She accepted"},"test_correct_num":0,"test_total_num":7}
208	A39Q4SNT7SRK94	MCR	8	["149","MCR","yé melilá","I will watch","I watched","she will watch","you enter","I accept"]	I watched	{"1":{"guess":"you enter","time":16},"2":{"guess":"I accept","time":14},"3":{"guess":"I watched","time":14}}	{"0":{"reference":"you will accept","user_answer":"I accepted"},"1":{"reference":"you watch","user_answer":"She will accept"},"2":{"reference":"you will watch","user_answer":"She entered"},"3":{"reference":"he watched","user_answer":"He entered"},"4":{"reference":"I watch","user_answer":"I will accept"},"5":{"reference":"I accepted","user_answer":"He accepted"},"6":{"reference":"he watches","user_answer":"She accepted"},"test_correct_num":0,"test_total_num":7}
208	A39Q4SNT7SRK94	MCR	9	["128","MCR","yé enplilá","I will enter","she will accept","she will enter","you watched","to watch"]	I will enter	{"1":{"guess":"to watch","time":15},"2":{"guess":"I will enter","time":14}}	{"0":{"reference":"you will accept","user_answer":"I accepted"},"1":{"reference":"you watch","user_answer":"She will accept"},"2":{"reference":"you will watch","user_answer":"She entered"},"3":{"reference":"he watched","user_answer":"He entered"},"4":{"reference":"I watch","user_answer":"I will accept"},"5":{"reference":"I accepted","user_answer":"He accepted"},"6":{"reference":"he watches","user_answer":"She accepted"},"test_correct_num":0,"test_total_num":7}
208	A39Q4SNT7SRK94	EX	10	["26","EX","yé melilá","I will watch"]	I will watch	NULL	{"0":{"reference":"you will accept","user_answer":"I accepted"},"1":{"reference":"you watch","user_answer":"She will accept"},"2":{"reference":"you will watch","user_answer":"She entered"},"3":{"reference":"he watched","user_answer":"He entered"},"4":{"reference":"I watch","user_answer":"I will accept"},"5":{"reference":"I accepted","user_answer":"He accepted"},"6":{"reference":"he watches","user_answer":"She accepted"},"test_correct_num":0,"test_total_num":7}
208	A39Q4SNT7SRK94	EX	11	["30","EX","pi melizpe","you watched"]	you watched	NULL	{"0":{"reference":"you will accept","user_answer":"I accepted"},"1":{"reference":"you watch","user_answer":"She will accept"},"2":{"reference":"you will watch","user_answer":"She entered"},"3":{"reference":"he watched","user_answer":"He entered"},"4":{"reference":"I watch","user_answer":"I will accept"},"5":{"reference":"I accepted","user_answer":"He accepted"},"6":{"reference":"he watches","user_answer":"She accepted"},"test_correct_num":0,"test_total_num":7}
208	A39Q4SNT7SRK94	TPR	12	["201","TPR","ák icedpü","he accepted"]	I entered	NULL	{"0":{"reference":"you will accept","user_answer":"I accepted"},"1":{"reference":"you watch","user_answer":"She will accept"},"2":{"reference":"you will watch","user_answer":"She entered"},"3":{"reference":"he watched","user_answer":"He entered"},"4":{"reference":"I watch","user_answer":"I will accept"},"5":{"reference":"I accepted","user_answer":"He accepted"},"6":{"reference":"he watches","user_answer":"She accepted"},"test_correct_num":0,"test_total_num":7}
208	A39Q4SNT7SRK94	MC	13	["47","MC","ekki icedpilí","she will accept","she watched","I will watch","I will accept","to enter"]	she will accept	NULL	{"0":{"reference":"you will accept","user_answer":"I accepted"},"1":{"reference":"you watch","user_answer":"She will accept"},"2":{"reference":"you will watch","user_answer":"She entered"},"3":{"reference":"he watched","user_answer":"He entered"},"4":{"reference":"I watch","user_answer":"I will accept"},"5":{"reference":"I accepted","user_answer":"He accepted"},"6":{"reference":"he watches","user_answer":"She accepted"},"test_correct_num":0,"test_total_num":7}
208	A39Q4SNT7SRK94	EX	14	["22","EX","ák enplü","he entered"]	he entered	NULL	{"0":{"reference":"you will accept","user_answer":"I accepted"},"1":{"reference":"you watch","user_answer":"She will accept"},"2":{"reference":"you will watch","user_answer":"She entered"},"3":{"reference":"he watched","user_answer":"He entered"},"4":{"reference":"I watch","user_answer":"I will accept"},"5":{"reference":"I accepted","user_answer":"He accepted"},"6":{"reference":"he watches","user_answer":"She accepted"},"test_correct_num":0,"test_total_num":7}
208	A39Q4SNT7SRK94	MCR	15	["116","MCR","ekki icedpü","she accepted","you will enter","she watched","you entered","I accept"]	she accepted	{"1":{"guess":"you entered","time":15},"2":{"guess":"I accept","time":14},"3":{"guess":"she accepted","time":14}}	{"0":{"reference":"you will accept","user_answer":"I accepted"},"1":{"reference":"you watch","user_answer":"She will accept"},"2":{"reference":"you will watch","user_answer":"She entered"},"3":{"reference":"he watched","user_answer":"He entered"},"4":{"reference":"I watch","user_answer":"I will accept"},"5":{"reference":"I accepted","user_answer":"He accepted"},"6":{"reference":"he watches","user_answer":"She accepted"},"test_correct_num":0,"test_total_num":7}
208	A39Q4SNT7SRK94	MCR	16	["97","MCR","icedpil","to accept","he accepts","she will enter","you entered","I watched"]	to accept	{"1":{"guess":"I watched","time":15},"2":{"guess":"she will enter","time":13},"3":{"guess":"to accept","time":12}}	{"0":{"reference":"you will accept","user_answer":"I accepted"},"1":{"reference":"you watch","user_answer":"She will accept"},"2":{"reference":"you will watch","user_answer":"She entered"},"3":{"reference":"he watched","user_answer":"He entered"},"4":{"reference":"I watch","user_answer":"I will accept"},"5":{"reference":"I accepted","user_answer":"He accepted"},"6":{"reference":"he watches","user_answer":"She accepted"},"test_correct_num":0,"test_total_num":7}
208	A39Q4SNT7SRK94	EX	17	["9","EX","ák icedpü","he accepted"]	he accepted	NULL	{"0":{"reference":"you will accept","user_answer":"I accepted"},"1":{"reference":"you watch","user_answer":"She will accept"},"2":{"reference":"you will watch","user_answer":"She entered"},"3":{"reference":"he watched","user_answer":"He entered"},"4":{"reference":"I watch","user_answer":"I will accept"},"5":{"reference":"I accepted","user_answer":"He accepted"},"6":{"reference":"he watches","user_answer":"She accepted"},"test_correct_num":0,"test_total_num":7}
209	AVXEDARJC5HLU	EX	1	["1","EX","yé icedpé","I accept"]	I accept	NULL	{"0":{"reference":"you will accept","user_answer":"I watched"},"1":{"reference":"you watch","user_answer":"I accepted"},"2":{"reference":"you will watch","user_answer":"I accept"},"3":{"reference":"he watched","user_answer":"he watches"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"I accept"},"6":{"reference":"he watches","user_answer":"he watch"},"test_correct_num":1,"test_total_num":7}
208	A39Q4SNT7SRK94	TP	18	["166","TP","ák icedpilí","he will accept"]	I accepted	NULL	{"0":{"reference":"you will accept","user_answer":"I accepted"},"1":{"reference":"you watch","user_answer":"She will accept"},"2":{"reference":"you will watch","user_answer":"She entered"},"3":{"reference":"he watched","user_answer":"He entered"},"4":{"reference":"I watch","user_answer":"I will accept"},"5":{"reference":"I accepted","user_answer":"He accepted"},"6":{"reference":"he watches","user_answer":"She accepted"},"test_correct_num":0,"test_total_num":7}
209	AVXEDARJC5HLU	MCR	2	["155","MCR","yé melá","I watched","you watched","she watches","to enter","she accepts"]	I watched	{"1":{"guess":"to enter","time":13},"2":{"guess":"I watched","time":11}}	{"0":{"reference":"you will accept","user_answer":"I watched"},"1":{"reference":"you watch","user_answer":"I accepted"},"2":{"reference":"you will watch","user_answer":"I accept"},"3":{"reference":"he watched","user_answer":"he watches"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"I accept"},"6":{"reference":"he watches","user_answer":"he watch"},"test_correct_num":1,"test_total_num":7}
208	A39Q4SNT7SRK94	MC	19	["44","MC","ák icedpilí","he will accept","I accept","she enters","she will watch","she will enter"]	I accept	NULL	{"0":{"reference":"you will accept","user_answer":"I accepted"},"1":{"reference":"you watch","user_answer":"She will accept"},"2":{"reference":"you will watch","user_answer":"She entered"},"3":{"reference":"he watched","user_answer":"He entered"},"4":{"reference":"I watch","user_answer":"I will accept"},"5":{"reference":"I accepted","user_answer":"He accepted"},"6":{"reference":"he watches","user_answer":"She accepted"},"test_correct_num":0,"test_total_num":7}
208	A39Q4SNT7SRK94	EX	20	["9","EX","ák icedpü","he accepted"]	he accepted	NULL	{"0":{"reference":"you will accept","user_answer":"I accepted"},"1":{"reference":"you watch","user_answer":"She will accept"},"2":{"reference":"you will watch","user_answer":"She entered"},"3":{"reference":"he watched","user_answer":"He entered"},"4":{"reference":"I watch","user_answer":"I will accept"},"5":{"reference":"I accepted","user_answer":"He accepted"},"6":{"reference":"he watches","user_answer":"She accepted"},"test_correct_num":0,"test_total_num":7}
209	AVXEDARJC5HLU	EX	3	["25","EX","ekki meli","she watches"]	she watches	NULL	{"0":{"reference":"you will accept","user_answer":"I watched"},"1":{"reference":"you watch","user_answer":"I accepted"},"2":{"reference":"you will watch","user_answer":"I accept"},"3":{"reference":"he watched","user_answer":"he watches"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"I accept"},"6":{"reference":"he watches","user_answer":"he watch"},"test_correct_num":1,"test_total_num":7}
209	AVXEDARJC5HLU	EX	4	["20","EX","yé enplá","I entered"]	I entered	NULL	{"0":{"reference":"you will accept","user_answer":"I watched"},"1":{"reference":"you watch","user_answer":"I accepted"},"2":{"reference":"you will watch","user_answer":"I accept"},"3":{"reference":"he watched","user_answer":"he watches"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"I accept"},"6":{"reference":"he watches","user_answer":"he watch"},"test_correct_num":1,"test_total_num":7}
208	A39Q4SNT7SRK94	TP	21	["180","TP","yé enplá","I entered"]	He accepted	NULL	{"0":{"reference":"you will accept","user_answer":"I accepted"},"1":{"reference":"you watch","user_answer":"She will accept"},"2":{"reference":"you will watch","user_answer":"She entered"},"3":{"reference":"he watched","user_answer":"He entered"},"4":{"reference":"I watch","user_answer":"I will accept"},"5":{"reference":"I accepted","user_answer":"He accepted"},"6":{"reference":"he watches","user_answer":"She accepted"},"test_correct_num":0,"test_total_num":7}
208	A39Q4SNT7SRK94	MC	22	["66","MC","pi enplilíz","you will enter","you accept","I enter","he will watch","she will accept"]	you will enter	NULL	{"0":{"reference":"you will accept","user_answer":"I accepted"},"1":{"reference":"you watch","user_answer":"She will accept"},"2":{"reference":"you will watch","user_answer":"She entered"},"3":{"reference":"he watched","user_answer":"He entered"},"4":{"reference":"I watch","user_answer":"I will accept"},"5":{"reference":"I accepted","user_answer":"He accepted"},"6":{"reference":"he watches","user_answer":"She accepted"},"test_correct_num":0,"test_total_num":7}
209	AVXEDARJC5HLU	EX	5	["9","EX","ák icedpü","he accepted"]	he accepted	NULL	{"0":{"reference":"you will accept","user_answer":"I watched"},"1":{"reference":"you watch","user_answer":"I accepted"},"2":{"reference":"you will watch","user_answer":"I accept"},"3":{"reference":"he watched","user_answer":"he watches"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"I accept"},"6":{"reference":"he watches","user_answer":"he watch"},"test_correct_num":1,"test_total_num":7}
208	A39Q4SNT7SRK94	MCR	23	["125","MCR","ák enpli","he enters","you accepted","I will enter","he accepts","he entered"]	he enters	{"1":{"guess":"I will enter","time":16},"2":{"guess":"you accepted","time":15},"3":{"guess":"he enters","time":14}}	{"0":{"reference":"you will accept","user_answer":"I accepted"},"1":{"reference":"you watch","user_answer":"She will accept"},"2":{"reference":"you will watch","user_answer":"She entered"},"3":{"reference":"he watched","user_answer":"He entered"},"4":{"reference":"I watch","user_answer":"I will accept"},"5":{"reference":"I accepted","user_answer":"He accepted"},"6":{"reference":"he watches","user_answer":"She accepted"},"test_correct_num":0,"test_total_num":7}
209	AVXEDARJC5HLU	TP	6	["166","TP","ák icedpilí","he will accept"]	he accepted	NULL	{"0":{"reference":"you will accept","user_answer":"I watched"},"1":{"reference":"you watch","user_answer":"I accepted"},"2":{"reference":"you will watch","user_answer":"I accept"},"3":{"reference":"he watched","user_answer":"he watches"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"I accept"},"6":{"reference":"he watches","user_answer":"he watch"},"test_correct_num":1,"test_total_num":7}
